Crime ID,Month,Reported by,Falls within,Longitude,Latitude,Location,LSOA code,LSOA name,Outcome type
d3cd895af025812b43ec42f1936d0645ec8082a94be73c2b3b2cc27895dcb2bf,2023-07,Lincolnshire Police,Lincolnshire Police,-0.138807,52.789467,On or near Maple Grove,E01026272,South Holland 007E,Investigation complete; no suspect identified
70fc120163a02694a84d7487bfe8077d17f69e443dcf0f827f98f60aeab8e65f,2023-07,Lincolnshire Police,Lincolnshire Police,-0.590278,53.188414,On or near Supermarket,E01026218,North Kesteven 014C,Unable to prosecute suspect
5f91ef79cc9b85c867bf5ae3334c591bd236918c754b438a9d2d9fe82652ed88,2023-07,Lincolnshire Police,Lincolnshire Police,-0.776171,53.397663,On or near Parking Area,E01026384,West Lindsey 004F,Investigation complete; no suspect identified
5f91ef79cc9b85c867bf5ae3334c591bd236918c754b438a9d2d9fe82652ed88,2023-07,Lincolnshire Police,Lincolnshire Police,-0.776171,53.397663,On or near Parking Area,E01026384,West Lindsey 004F,Investigation complete; no suspect identified
79765881ddc23b3475013c2cc8df5cef5dc25bfb55801a0301af2bad64d253ca,2023-07,Lincolnshire Police,Lincolnshire Police,0.255598,53.339409,On or near Supermarket,E01026073,East Lindsey 005B,Suspect charged
42b013c79293d0b6039781fb68970482bdca35d66b630c2acdbb3f3a51789b6d,2023-07,Lincolnshire Police,Lincolnshire Police,-0.542854,53.248703,On or near Stainton Gardens,E01026151,Lincoln 003E,Unable to prosecute suspect
42b013c79293d0b6039781fb68970482bdca35d66b630c2acdbb3f3a51789b6d,2023-07,Lincolnshire Police,Lincolnshire Police,-0.542854,53.248703,On or near Stainton Gardens,E01026151,Lincoln 003E,Unable to prosecute suspect
42b013c79293d0b6039781fb68970482bdca35d66b630c2acdbb3f3a51789b6d,2023-07,Lincolnshire Police,Lincolnshire Police,-0.542854,53.248703,On or near Stainton Gardens,E01026151,Lincoln 003E,Unable to prosecute suspect
ae2ca7e8611e7860d3b318e93ddb6096604fa91b9d46f0d058628bd7a749bcf3,2023-07,Lincolnshire Police,Lincolnshire Police,-0.783449,53.405117,On or near Asquith Street,E01026378,West Lindsey 004A,Unable to prosecute suspect
c66407875553568709b47d05de701a4c332703c46d08f73cd61e16a760582ce2,2023-07,Lincolnshire Police,Lincolnshire Police,-0.539736,53.230677,On or near Nightclub,E01026122,Lincoln 004A,Unable to prosecute suspect
ec1d9c9dedc090de8cb8901e5fc53bd6669e0e8fcb361d9440e222ecc7602ea5,2023-07,Lincolnshire Police,Lincolnshire Police,0.323985,53.153432,On or near Albany Road,E01026083,East Lindsey 015A,Unable to prosecute suspect
f373bfc0ea01d7d3ab729d849d1ed9e3cfb50934e2f84696409af8d814887630,2023-07,Lincolnshire Police,Lincolnshire Police,-0.543454,53.225742,On or near St Mark Street,E01026132,Lincoln 005A,Unable to prosecute suspect
cee1b8b383a0cfcaa83f414cec9cc659f785af7f27fc2e0289a9bd3172a20fde,2023-07,Lincolnshire Police,Lincolnshire Police,-0.218047,52.719000,On or near Parking Area,E01026241,South Holland 005A,Further investigation is not in the public interest
d54d75c6d6fd08ec3a02824fef5584254137473c46de75233ea45d7a2f15b7f9,2023-07,Lincolnshire Police,Lincolnshire Police,-0.152342,52.787502,On or near Hall Place,E01032995,South Holland 006F,Investigation complete; no suspect identified
6bfcf1aca5998e954fb92cdd69e3eab9d092a6973e17c778112d9a850791d492,2023-07,Lincolnshire Police,Lincolnshire Police,-0.538992,53.222586,On or near Walnut Place,E01026176,Lincoln 006B,Unable to prosecute suspect
004b8a5d3acb9d5b82aa0f58cbbbb1979483f497f35987ee3501675f32e7b3dc,2023-07,Lincolnshire Police,Lincolnshire Police,0.012719,52.807186,On or near Pearl Court,E01026252,South Holland 003C,Investigation complete; no suspect identified
004b8a5d3acb9d5b82aa0f58cbbbb1979483f497f35987ee3501675f32e7b3dc,2023-07,Lincolnshire Police,Lincolnshire Police,0.012719,52.807186,On or near Pearl Court,E01026252,South Holland 003C,Investigation complete; no suspect identified
b358aa280d57c1e316c491a5e88ee5cbb838f34aaac64778069e5fe6792ef522,2023-07,Lincolnshire Police,Lincolnshire Police,-0.365907,52.800822,On or near The Sidings,E01026341,South Kesteven 008B,Unable to prosecute suspect
6fdaa3e9c250d369778601278c3e363cc8984cb7b1ce8d2fe879d8a063b23e56,2023-07,Lincolnshire Police,Lincolnshire Police,0.259983,53.341088,On or near Shopping Area,E01026073,East Lindsey 005B,Offender given a caution
e6cfed01f4f88ccc42ddfb6a09b6bef78867990ad5d3250238b8c457d09030c9,2023-07,Lincolnshire Police,Lincolnshire Police,-0.548792,53.247742,On or near Breedon Drive,E01026149,Lincoln 001A,Unable to prosecute suspect
ee7f68fbafc61fad0b11fd6bc03faf49215169d4192e5d5e8cc065044033d692,2023-07,Lincolnshire Police,Lincolnshire Police,-0.378787,52.758024,On or near Brock Crescent,E01032998,South Kesteven 011F,Investigation complete; no suspect identified
ee7f68fbafc61fad0b11fd6bc03faf49215169d4192e5d5e8cc065044033d692,2023-07,Lincolnshire Police,Lincolnshire Police,-0.378787,52.758024,On or near Brock Crescent,E01032998,South Kesteven 011F,Investigation complete; no suspect identified
84bbecb350b883f5988e15a61048a45dbca0d53010c44c711206a6cdeb7fd681,2023-07,Lincolnshire Police,Lincolnshire Police,-0.529933,53.268409,On or near Further/Higher Educational Building,E01026394,West Lindsey 010B,Investigation complete; no suspect identified
f9a79f2424dd04ac86c16ec28486b91aca32321446ef851d75a778f8d97daea1,2023-07,Lincolnshire Police,Lincolnshire Police,-0.644624,52.910181,On or near Stanton Street,E01026323,South Kesteven 004D,Unable to prosecute suspect
f9a79f2424dd04ac86c16ec28486b91aca32321446ef851d75a778f8d97daea1,2023-07,Lincolnshire Police,Lincolnshire Police,-0.644624,52.910181,On or near Stanton Street,E01026323,South Kesteven 004D,Unable to prosecute suspect
f9a79f2424dd04ac86c16ec28486b91aca32321446ef851d75a778f8d97daea1,2023-07,Lincolnshire Police,Lincolnshire Police,-0.644624,52.910181,On or near Stanton Street,E01026323,South Kesteven 004D,Unable to prosecute suspect
f9a79f2424dd04ac86c16ec28486b91aca32321446ef851d75a778f8d97daea1,2023-07,Lincolnshire Police,Lincolnshire Police,-0.644624,52.910181,On or near Stanton Street,E01026323,South Kesteven 004D,Unable to prosecute suspect
7b16ad9d81c96c57245a7f1fcb45c6bf955ff97726baa7f3edd4ee967b864bb4,2023-07,Lincolnshire Police,Lincolnshire Police,-0.610374,52.925150,On or near Coxmoor Close,E01026293,South Kesteven 007B,Investigation complete; no suspect identified
191a57faada7f55fd967b9764c2bf92f481d9e50464f53a4e92273005faff5fa,2023-07,Lincolnshire Police,Lincolnshire Police,-0.547088,53.215736,On or near Supermarket,E01026134,Lincoln 006A,Local resolution
596ef3631e415b06f6d57d89421e69332a465c1d5f528275a28f1b50a2695d40,2023-07,Lincolnshire Police,Lincolnshire Police,-0.547088,53.215736,On or near Supermarket,E01026134,Lincoln 006A,Local resolution
60e627d254f972b7cd79c12d31a59fd3670ec64a30665cad292ec2a77e327e33,2023-07,Lincolnshire Police,Lincolnshire Police,-0.547088,53.215736,On or near Supermarket,E01026134,Lincoln 006A,Local resolution
c9d6b1b6d23cf54ef96276026fab6197c193ced96573f92ed63c429b63713f20,2023-07,Lincolnshire Police,Lincolnshire Police,-0.540213,53.226763,On or near St Mary's Street,E01026176,Lincoln 006B,Local resolution
4386d980b948665efe66e071c85d2b49659a3cee5ce7269c12ef3156b5f05b5a,2023-07,Lincolnshire Police,Lincolnshire Police,-0.542629,53.227539,On or near Parking Area,E01026132,Lincoln 005A,Local resolution
3eae56c7ffc4517ed48b55a9c827d9c3c31e76d927f3a8bbd1b97704b1f906b9,2023-07,Lincolnshire Police,Lincolnshire Police,-0.610179,53.211733,On or near Kingsdown Road,E01034690,Lincoln 007F,Investigation complete; no suspect identified
3eae56c7ffc4517ed48b55a9c827d9c3c31e76d927f3a8bbd1b97704b1f906b9,2023-07,Lincolnshire Police,Lincolnshire Police,-0.610179,53.211733,On or near Kingsdown Road,E01034690,Lincoln 007F,Investigation complete; no suspect identified
fdaf3bbc99b93827172d808ed125b1ca4824f8db674bd1564ca3c2e4eec622b7,2023-07,Lincolnshire Police,Lincolnshire Police,-0.512104,53.240645,On or near Shopping Area,E01026123,Lincoln 004B,Investigation complete; no suspect identified
fdaf3bbc99b93827172d808ed125b1ca4824f8db674bd1564ca3c2e4eec622b7,2023-07,Lincolnshire Police,Lincolnshire Police,-0.512104,53.240645,On or near Shopping Area,E01026123,Lincoln 004B,Investigation complete; no suspect identified
fdaf3bbc99b93827172d808ed125b1ca4824f8db674bd1564ca3c2e4eec622b7,2023-07,Lincolnshire Police,Lincolnshire Police,-0.512104,53.240645,On or near Shopping Area,E01026123,Lincoln 004B,Investigation complete; no suspect identified
edf8af66ee0703b15af28110252436fd94a092f906b11560a1ff83c0d9cd4c68,2023-07,Lincolnshire Police,Lincolnshire Police,-0.415917,52.998396,On or near King John Street,E01026227,North Kesteven 010A,Unable to prosecute suspect
7cba7d72eca5ed59aeac1365d0e8aad2fab4de268155e11614e052444690f9bd,2023-07,Lincolnshire Police,Lincolnshire Police,-0.028054,52.977770,On or near Lincoln Lane,E01034681,Boston 003E,Investigation complete; no suspect identified
8916ee46bf30513fc7b205903de1098105fc9c4bfbacc2436d6a26caa3ff7969,2023-07,Lincolnshire Police,Lincolnshire Police,-0.590278,53.188414,On or near Supermarket,E01026218,North Kesteven 014C,Unable to prosecute suspect
87b65db1f875b5c3c83085b2df1a2df65e7a6235c58bdd2b1ff230117131d44e,2023-07,Lincolnshire Police,Lincolnshire Police,-0.540213,53.226763,On or near St Mary's Street,E01026176,Lincoln 006B,Investigation complete; no suspect identified
87b65db1f875b5c3c83085b2df1a2df65e7a6235c58bdd2b1ff230117131d44e,2023-07,Lincolnshire Police,Lincolnshire Police,-0.540213,53.226763,On or near St Mary's Street,E01026176,Lincoln 006B,Investigation complete; no suspect identified
87b65db1f875b5c3c83085b2df1a2df65e7a6235c58bdd2b1ff230117131d44e,2023-07,Lincolnshire Police,Lincolnshire Police,-0.540213,53.226763,On or near St Mary's Street,E01026176,Lincoln 006B,Investigation complete; no suspect identified
634ccfbece275d5f8ff6a2c3a591b99a664a24f9cd39cd68a69c354752f5fcc4,2023-07,Lincolnshire Police,Lincolnshire Police,-0.583470,53.194257,On or near Glenbank Close,E01032991,North Kesteven 014E,Investigation complete; no suspect identified
cf07cf5389afc58b577e620293789a7b035bfbebc15db091b99d7f74b1bde9e2,2023-07,Lincolnshire Police,Lincolnshire Police,0.156328,53.388966,On or near Salter Gate,E01026099,East Lindsey 005D,Unable to prosecute suspect
c0e54753f89059cbb55938bcab7f9794c38bfe1ba98502252b6d9a96def375fa,2023-07,Lincolnshire Police,Lincolnshire Police,-0.299627,52.671082,On or near Deeping St James Road,E01026307,South Kesteven 014E,Unable to prosecute suspect
d9929fed4dc45c90204ee13c539f96657de6ab870cfc3a808e35144f4a3b9c99,2023-07,Lincolnshire Police,Lincolnshire Police,-0.299627,52.671082,On or near Deeping St James Road,E01026307,South Kesteven 014E,Local resolution
18907d655b0258244f1ed82a1274c32eaab400038cf9db8d015a6727dd90fe39,2023-07,Lincolnshire Police,Lincolnshire Police,0.345356,53.144058,On or near Parking Area,E01026093,East Lindsey 014B,Unable to prosecute suspect
7dd5a390870e6721844518a527ea64639fc80b63222d72daeecd425608148399,2023-07,Lincolnshire Police,Lincolnshire Police,-0.089001,53.132277,On or near The Green,E01026075,East Lindsey 018B,Unable to prosecute suspect
32167f79b0c98bcff80824e0f6947d6fea6d3b4a88013168e79a2e98d5166082,2023-07,Lincolnshire Police,Lincolnshire Police,-0.089001,53.132277,On or near The Green,E01026075,East Lindsey 018B,Unable to prosecute suspect
85038ca7dfd5cb68298cbaa76c9ef496ac28e0b52b9ad62fa500da20bd5a0585,2023-07,Lincolnshire Police,Lincolnshire Police,-0.089001,53.132277,On or near The Green,E01026075,East Lindsey 018B,Unable to prosecute suspect
138b0fe24fb0daf51822b2f204394c92bbee0d894aadf6471f883954d53670ef,2023-07,Lincolnshire Police,Lincolnshire Police,-0.544478,53.238844,On or near Supermarket,E01026148,Lincoln 003D,Unable to prosecute suspect
138b0fe24fb0daf51822b2f204394c92bbee0d894aadf6471f883954d53670ef,2023-07,Lincolnshire Police,Lincolnshire Police,-0.544478,53.238844,On or near Supermarket,E01026148,Lincoln 003D,Unable to prosecute suspect
d6339fa7dcbb16b3d62cd0b305f28a9ddd6ffb962f4ac18481e784056a7bb511,2023-07,Lincolnshire Police,Lincolnshire Police,-0.548809,53.216234,On or near Henley Street,E01026134,Lincoln 006A,Suspect charged
b7a1559585cef389daec7423e23e3fd92c2134f8ee08efe119b2f5e8b7eae492,2023-07,Lincolnshire Police,Lincolnshire Police,-0.399591,52.995004,On or near Wheat Grove,E01026232,North Kesteven 010D,Unable to prosecute suspect
70309d44033791c873438a8689f710047daadb7940dc63fa965a38d62c05f727,2023-07,Lincolnshire Police,Lincolnshire Police,-0.498000,52.858945,On or near Main Street,E01026332,South Kesteven 007E,Unable to prosecute suspect
0e1d818503d930a163d8d4d77e9ddd81209f81e1259494a736d0e9e87831087f,2023-07,Lincolnshire Police,Lincolnshire Police,-0.572538,53.195323,On or near Pavillion Gardens,E01026139,Lincoln 011C,Unable to prosecute suspect
b0bf65b831cea23907d322f647b6f3bccee2a81e71566287943fb01479ef6a22,2023-07,Lincolnshire Police,Lincolnshire Police,0.341511,53.151906,On or near Supermarket,E01026116,East Lindsey 012D,Unable to prosecute suspect
2be37d02609c9702c4ed4ab7248be9481d37d1c785eff7fc200e1c78366d3f3c,2023-07,Lincolnshire Police,Lincolnshire Police,-0.037786,52.952649,On or near Clarke Court,E01026040,Boston 008E,Unable to prosecute suspect
accaf507ee24cca678c01251ae9afd232c1535f8c2fb0817bfb618a61e301c66,2023-07,Lincolnshire Police,Lincolnshire Police,-0.572538,53.195323,On or near Pavillion Gardens,E01026139,Lincoln 011C,Unable to prosecute suspect
daa3e1d722d0ce18ea48ffd93db3506afd25b3d98e76082076f0b05f840ee22f,2023-07,Lincolnshire Police,Lincolnshire Police,-0.311463,53.204375,On or near Park/Open Space,E01026366,West Lindsey 011A,Unable to prosecute suspect
3348cc7e0e78c902e6fe8965a362deaab7aefa5ed24ea756816e67ec769410f9,2023-07,Lincolnshire Police,Lincolnshire Police,-0.507074,53.241482,On or near Supermarket,E01026153,Lincoln 002A,Suspect charged
405cbbc26ff613f12c89bce35a345593bac57fc39626e4cf5bf66cef23496678,2023-07,Lincolnshire Police,Lincolnshire Police,0.176735,53.257100,On or near Marbury Close,E01026042,East Lindsey 008A,Action to be taken by another organisation
d86cc43b8fea3b7010ce7ad1e1204ce7dab31cab5883ae0f262ee5610b570357,2023-07,Lincolnshire Police,Lincolnshire Police,-0.642341,52.912771,On or near Shopping Area,E01026323,South Kesteven 004D,Further investigation is not in the public interest
c77704cef38eb1149306f819b7fd9a8ca72b185511ec77cf69570e7621fae1c1,2023-07,Lincolnshire Police,Lincolnshire Police,-0.415917,52.998396,On or near King John Street,E01026227,North Kesteven 010A,Unable to prosecute suspect
0f06efc33e3b57f5bf6c5c8a0a9a8edfd77b4cbc75f12f2674b559295501996a,2023-07,Lincolnshire Police,Lincolnshire Police,-0.646508,52.917503,On or near B1174,E01026323,South Kesteven 004D,Unable to prosecute suspect
adfd961bfbf79d6320a22846458b12429cdfe7782bfad2ec17c0c8445fde08a7,2023-07,Lincolnshire Police,Lincolnshire Police,0.333380,53.218244,On or near Gatrum Lane,E01026048,East Lindsey 010A,Unable to prosecute suspect
6baafc88878ddea9f54350ee818b24440c53afcc05e8853e579f9151eb01b80f,2023-07,Lincolnshire Police,Lincolnshire Police,-0.469469,53.199644,On or near Cooper Close,E01026190,North Kesteven 004D,Investigation complete; no suspect identified
6baafc88878ddea9f54350ee818b24440c53afcc05e8853e579f9151eb01b80f,2023-07,Lincolnshire Police,Lincolnshire Police,-0.469469,53.199644,On or near Cooper Close,E01026190,North Kesteven 004D,Investigation complete; no suspect identified
e8c4005b0c22e807763d23b450bd6f6ac89961d3995536cd5193b962b98a4e96,2023-07,Lincolnshire Police,Lincolnshire Police,-0.538992,53.222586,On or near Walnut Place,E01026176,Lincoln 006B,Unable to prosecute suspect
2f564ae6ea235f25cf9ab3d7c1a7706304d88e585956b42196077177c1b2edba,2023-07,Lincolnshire Police,Lincolnshire Police,-0.158609,52.787285,On or near Patriot Close,E01032995,South Holland 006F,Unable to prosecute suspect
860b0f39f90f20c14684c9eaa77bbfe57eff794db5dfa0efaba487f249e811e6,2023-07,Lincolnshire Police,Lincolnshire Police,-0.507074,53.241482,On or near Supermarket,E01026153,Lincoln 002A,Suspect charged
3338fef834f59b6e0da9f1405ee4a3f9e323e7a700e56a9f69a700dd85f8515d,2023-07,Lincolnshire Police,Lincolnshire Police,-0.580752,53.204968,On or near Supermarket,E01026171,Lincoln 011H,Offender given a caution
b471a69691bf6eb05f0cc1ee26b46d6846feed37bda379d9e10007c1aaaf7546,2023-07,Lincolnshire Police,Lincolnshire Police,-0.517015,53.250866,On or near Supermarket,E01026157,Lincoln 002C,Unable to prosecute suspect
bfb0fffc49e3686606cd8ac1b23576a9856abba63bebc5b10e29bc9a4889d8c5,2023-07,Lincolnshire Police,Lincolnshire Police,-0.517015,53.250866,On or near Supermarket,E01026157,Lincoln 002C,Suspect charged
1c5aae3df949e4e6b915520a10852d987afd7ffb3809a40c00673ef2c0abfefb,2023-07,Lincolnshire Police,Lincolnshire Police,-0.492142,52.790096,On or near Croake Hill,E01026316,South Kesteven 007D,Unable to prosecute suspect
d50c7dfb2cae182efdb02ed543071d418946ab5cf0d9d539582b54af6aa836f5,2023-07,Lincolnshire Police,Lincolnshire Police,-0.025667,52.981434,On or near Tunnard Street,E01026036,Boston 003D,Unable to prosecute suspect
78a9dcaf27d264917d8f9542692098ae5ed4da619774b5398ba3f57e398755b5,2023-07,Lincolnshire Police,Lincolnshire Police,-0.566573,53.209437,On or near Highfield Avenue,E01026172,Lincoln 010C,Unable to prosecute suspect
ea9b98e394a1bc367808c910f3c54a4794d052413bb00e1f44dfdbe99830ff66,2023-07,Lincolnshire Police,Lincolnshire Police,-0.009163,52.970712,On or near St Nicholas Road,E01026027,Boston 004D,Unable to prosecute suspect
a236eeebed70d95f066601df4a768a074a1eb7a7c260fb236665fd19ed85492f,2023-07,Lincolnshire Police,Lincolnshire Police,0.006276,52.801613,On or near Langwith Gardens,E01026251,South Holland 003B,Investigation complete; no suspect identified
ccdc6e4f98cd4dde35547fd5f90ff4bf5da608461705419e2d89893fd6897fcd,2023-07,Lincolnshire Police,Lincolnshire Police,-0.555927,53.182699,On or near Acacia Avenue,E01026237,North Kesteven 004E,Unable to prosecute suspect
ecaedf8c8df5c80ed5a5a97ae25100e7652f7c763a728004572e94eec63c736b,2023-07,Lincolnshire Police,Lincolnshire Police,0.000097,53.366639,On or near Printers Place,E01026081,East Lindsey 004A,Unable to prosecute suspect
948ea2c274168851b5ab990351c888837574bc3c0100e479817fb1f6c8b03c35,2023-07,Lincolnshire Police,Lincolnshire Police,0.349583,53.186952,On or near Roman Bank,E01026069,East Lindsey 010D,Unable to prosecute suspect
bc33cd1a7644710cd2e7196a181de60ac1ade6ccf0800734b32bef43903dd3ef,2023-07,Lincolnshire Police,Lincolnshire Police,-0.225719,52.820674,On or near LINDEN WAY,E01026259,South Holland 005C,Suspect charged
7c5e9eaa746674c76ae74a1221e2d64a4d74be6362c7ca9f09fa76c03767784c,2023-07,Lincolnshire Police,Lincolnshire Police,0.343471,53.142416,On or near Theme/Adventure Park,E01026093,East Lindsey 014B,Investigation complete; no suspect identified
7c5e9eaa746674c76ae74a1221e2d64a4d74be6362c7ca9f09fa76c03767784c,2023-07,Lincolnshire Police,Lincolnshire Police,0.343471,53.142416,On or near Theme/Adventure Park,E01026093,East Lindsey 014B,Investigation complete; no suspect identified
81b0dad5874812bc860fe646f7194f2aff127be31ddcfeedf9bf056fd56ea24c,2023-07,Lincolnshire Police,Lincolnshire Police,-0.543454,53.225742,On or near St Mark Street,E01026132,Lincoln 005A,Investigation complete; no suspect identified
81b0dad5874812bc860fe646f7194f2aff127be31ddcfeedf9bf056fd56ea24c,2023-07,Lincolnshire Police,Lincolnshire Police,-0.543454,53.225742,On or near St Mark Street,E01026132,Lincoln 005A,Investigation complete; no suspect identified
3a44a99e7be920e45510eef445f4c74d71d020549e64111bb55116d3af07d260,2023-07,Lincolnshire Police,Lincolnshire Police,-0.022637,52.976895,On or near Nightclub,E01026025,Boston 003C,Investigation complete; no suspect identified
3a44a99e7be920e45510eef445f4c74d71d020549e64111bb55116d3af07d260,2023-07,Lincolnshire Police,Lincolnshire Police,-0.022637,52.976895,On or near Nightclub,E01026025,Boston 003C,Investigation complete; no suspect identified
929fb0b177c29d3eb499c5e56f2fc61a2e76e1769a447a493266657e46428956,2023-07,Lincolnshire Police,Lincolnshire Police,-0.130169,52.796892,On or near Holbeach Road,E01026270,South Holland 007C,Investigation complete; no suspect identified
929fb0b177c29d3eb499c5e56f2fc61a2e76e1769a447a493266657e46428956,2023-07,Lincolnshire Police,Lincolnshire Police,-0.130169,52.796892,On or near Holbeach Road,E01026270,South Holland 007C,Investigation complete; no suspect identified
22322c965da59a9e3f6eb87c1461cff753f9e053c7d0514d7aa742c47785ca25,2023-07,Lincolnshire Police,Lincolnshire Police,-0.308067,53.286965,On or near Millbrook Lane,E01026121,East Lindsey 007C,Suspect charged
669adbde5d28618a76618a48ed24216cfdd38b1e71f076900e388aa4b3731321,2023-07,Lincolnshire Police,Lincolnshire Police,-0.614507,53.217294,On or near Epsom Road,E01026129,Lincoln 007C,Suspect charged
f3f473f0b6decb4c5b981b77b73be428002d712041ce50c8be3e6cfd39823ef9,2023-07,Lincolnshire Police,Lincolnshire Police,-0.543454,53.225742,On or near St Mark Street,E01026132,Lincoln 005A,Suspect charged
39da4253de375964fb4aef85618f7742938b6c685ac2f5e2dfa9654b00c75810,2023-07,Lincolnshire Police,Lincolnshire Police,0.334630,53.144260,On or near Berry Way,E01026093,East Lindsey 014B,Investigation complete; no suspect identified
7ae290e3049195bd9d3789f048541ae24f9e23e3e64de45e7122d29171699dad,2023-07,Lincolnshire Police,Lincolnshire Police,-0.552458,53.232360,On or near Wellington Street,E01026146,Lincoln 005D,Investigation complete; no suspect identified
e52fddcba9370b5728e75074d314310b58df89a3b4e8ed56c8a0df3c41cc7e92,2023-07,Lincolnshire Police,Lincolnshire Police,-0.749949,53.391782,On or near Harpswell Close,E01026375,West Lindsey 006B,Investigation complete; no suspect identified
e52fddcba9370b5728e75074d314310b58df89a3b4e8ed56c8a0df3c41cc7e92,2023-07,Lincolnshire Police,Lincolnshire Police,-0.749949,53.391782,On or near Harpswell Close,E01026375,West Lindsey 006B,Investigation complete; no suspect identified
32b97bb5922248a70778ea7257f8fd04a28245532929b487ead19551a18dbcb1,2023-07,Lincolnshire Police,Lincolnshire Police,-0.269960,53.190396,On or near Campney Lane,E01026082,East Lindsey 007B,Investigation complete; no suspect identified
3fde4d3fefe88ca28460fae1ec4aa75c7434f5285fc5f8ce8854495cafa8f0eb,2023-07,Lincolnshire Police,Lincolnshire Police,-0.550217,53.205580,On or near Ewart Street,E01026175,Lincoln 010E,Unable to prosecute suspect
a14e81e57fbb75674290b02b5577e91d0869720e94167039ed7d1e60714bad7b,2023-07,Lincolnshire Police,Lincolnshire Police,-0.553363,53.231293,On or near Charlesworth Street,E01026146,Lincoln 005D,Investigation complete; no suspect identified
0cd30a40b843624599fce65874f27cdeab1d40ae9ceeaef3c1075bedf7652752,2023-07,Lincolnshire Police,Lincolnshire Police,-0.539025,53.216348,On or near South Park,E01026178,Lincoln 006D,Unable to prosecute suspect
380dca24979db8f0146813aba85adb4d73813be96be246346641aeb2c2c2d246,2023-07,Lincolnshire Police,Lincolnshire Police,0.013871,53.370912,On or near Park Avenue,E01026108,East Lindsey 003G,Unable to prosecute suspect
1155999d9e2a77db54e18ae1a620b4881ca28266740cd76e88e9e041b99456d2,2023-07,Lincolnshire Police,Lincolnshire Police,0.013871,53.370912,On or near Park Avenue,E01026108,East Lindsey 003G,Unable to prosecute suspect
0cb076cdcd4c734d710f081d317639f149640a123f20ad9795e9b4c9c6b833b6,2023-07,Lincolnshire Police,Lincolnshire Police,0.013871,53.370912,On or near Park Avenue,E01026108,East Lindsey 003G,Unable to prosecute suspect
728bda321f73b344603bf562802c8a53732f7b661ba6af6d381c457afefb0a64,2023-07,Lincolnshire Police,Lincolnshire Police,0.188941,52.770304,On or near Queen Street,E01026277,South Holland 008D,Unable to prosecute suspect
c2055a09362d411bc38e8b15285ac9fb87670bf8e4d511cf17fd59bcfb23e470,2023-07,Lincolnshire Police,Lincolnshire Police,-0.133731,52.795105,On or near Acklam Avenue,E01026270,South Holland 007C,Investigation complete; no suspect identified
c2055a09362d411bc38e8b15285ac9fb87670bf8e4d511cf17fd59bcfb23e470,2023-07,Lincolnshire Police,Lincolnshire Police,-0.133731,52.795105,On or near Acklam Avenue,E01026270,South Holland 007C,Investigation complete; no suspect identified
910b80ef31eb6e6fd69bd40ef6c1b83bbdbae2e364421d472c65a5708f117c5b,2023-07,Lincolnshire Police,Lincolnshire Police,-0.133731,52.795105,On or near Acklam Avenue,E01026270,South Holland 007C,Investigation complete; no suspect identified
a02f90d9dad563a8bb0176454f769fadd473f23f389cc24281563246c2fba00d,2023-07,Lincolnshire Police,Lincolnshire Police,0.354341,53.190742,On or near Promenade,E01026069,East Lindsey 010D,Investigation complete; no suspect identified
f6ea027c1c4fa79ac032f125e7556e19d6c0ddbe2a50d0e4b461ee1b59299964,2023-07,Lincolnshire Police,Lincolnshire Police,0.346524,53.193430,On or near Shopping Area,E01026069,East Lindsey 010D,Investigation complete; no suspect identified
d4721284d01c11494eb29668bbd87f6e63069f179481c8c5b9b44379ecae8695,2023-07,Lincolnshire Police,Lincolnshire Police,-0.406538,52.930125,On or near The Drove,E01026221,North Kesteven 009B,Investigation complete; no suspect identified
ac1cf4c8f7bf69ba05929005c4eb3076e075967ec150e1a1e49119f3fb66435e,2023-07,Lincolnshire Police,Lincolnshire Police,-0.202697,53.097197,On or near Sleaford Road,E01026053,East Lindsey 016C,Investigation complete; no suspect identified
3c83fe7f713ab00b25d2e281b0fbeb2ccb8f6a12627ba6a427295fa96f7710dc,2023-07,Lincolnshire Police,Lincolnshire Police,0.344852,53.181174,On or near Back Lane,E01026069,East Lindsey 010D,Investigation complete; no suspect identified
7af26723c8cfec7724cc8cd99da5b7a811a95872888535ada8c9eec0345b9163,2023-07,Lincolnshire Police,Lincolnshire Police,0.342103,53.141722,On or near Arcadia Road,E01026093,East Lindsey 014B,Unable to prosecute suspect
22f9a53a0253057c09ebd86d0b6fa2237321f5d1259f81dcb208b26c0854d6e5,2023-07,Lincolnshire Police,Lincolnshire Police,-0.198373,53.094936,On or near Park/Open Space,E01026054,East Lindsey 016D,Investigation complete; no suspect identified
1d732d21c416b072e6c7ffdf438bb376a09aa9b9e2dd69de37cb65d4054c216e,2023-07,Lincolnshire Police,Lincolnshire Police,0.188941,52.770304,On or near Queen Street,E01026277,South Holland 008D,Suspect charged
532f9da21f688f47e55068f939164a6b6532c3bb511e37cb7c2ef6880b7a0d1c,2023-07,Lincolnshire Police,Lincolnshire Police,-0.534904,53.245379,On or near Manton Road,E01026166,Lincoln 001C,Investigation complete; no suspect identified
532f9da21f688f47e55068f939164a6b6532c3bb511e37cb7c2ef6880b7a0d1c,2023-07,Lincolnshire Police,Lincolnshire Police,-0.534904,53.245379,On or near Manton Road,E01026166,Lincoln 001C,Investigation complete; no suspect identified
